Event Number,Start Year,End Year,Start Fractional Day,End Fractional Day,Start Hour,End Hour,Elements Decaying,Non-Decaying Elements
58,2001,2001,292.95832175925926,298.4583333333333,22.999722222222225,11.0,5,['N']
59,2001,2001,308.58332175925926,320.2083333333333,13.99972222222222,5.0,6,[]
60,2001,2001,322.0416550925926,326.9999884259259,0.9997222222222222,23.999722222222225,4,"['Si', 'Fe']"
61,2001,2001,326.0416550925926,343.2916666666667,0.9997222222222222,7.0,6,[]
62,2001,2001,360.1666550925926,364.4166550925926,3.999722222222222,9.99972222222222,6,[]
63,2001,2002,365.3333333333333,3.5416550925925927,8.0,12.99972222222222,6,[]
64,2002,2002,3.75,9.291655092592594,18.0,6.999722222222222,5,['Fe']
65,2002,2002,10.624988425925928,15.416666666666666,14.99972222222222,10.0,5,['Fe']
66,2002,2002,15.124988425925928,21.166655092592592,2.999722222222222,3.999722222222222,4,"['Si', 'Fe']"
67,2002,2002,50.083333333333336,60.208321759259256,2.0,4.999722222222222,5,['N']
68,2002,2002,77.74998842592592,81.62498842592592,17.999722222222225,14.99972222222222,5,['Fe']
69,2002,2002,81.41665509259259,89.58332175925926,9.99972222222222,13.99972222222222,3,"['Si', 'Fe', 'N']"
70,2002,2002,107.33332175925926,111.08332175925926,7.999722222222222,1.9997222222222224,6,[]
71,2002,2002,110.6666550925926,119.91666666666669,15.99972222222222,22.0,6,[]
72,2002,2002,120.6666550925926,123.2916550925926,15.99972222222222,6.999722222222222,3,"['Si', 'Fe', 'N']"
73,2002,2002,127.9166550925926,135.37498842592595,21.999722222222225,8.999722222222221,3,"['Si', 'Fe', 'N']"
74,2002,2002,141.95832175925926,148.62498842592595,22.999722222222225,14.99972222222222,6,[]
75,2002,2002,188.2916550925926,195.24998842592595,6.999722222222222,5.999722222222222,3,"['Si', 'Fe', 'N']"
76,2002,2002,197.3333217592593,202.75,7.999722222222222,18.0,6,[]
77,2002,2002,207.375,215.79166666666663,9.0,19.0,6,[]
78,2002,2002,215.70833333333331,220.79166666666663,17.0,19.0,6,[]
79,2002,2002,226.0416550925926,228.54166666666663,0.9997222222222222,13.0,4,"['Si', 'Fe']"
80,2002,2002,228.875,231.25,21.0,6.0,3,"['Si', 'Fe', 'N']"
81,2002,2002,230.91666666666663,234.25,22.0,6.0,6,[]
82,2002,2002,236.99998842592595,244.2916550925926,23.999722222222225,6.999722222222222,6,[]
83,2002,2002,248.5833217592593,263.1249884259259,13.99972222222222,2.999722222222222,5,['Fe']
84,2002,2002,306.58332175925926,312.45832175925926,13.99972222222222,10.99972222222222,3,"['Si', 'Fe', 'N']"
85,2002,2002,313.5416666666667,320.95832175925926,13.0,22.999722222222225,6,[]
86,2003,2003,77.41665509259259,80.83332175925926,9.99972222222222,19.999722222222225,3,"['Si', 'Fe', 'N']"
87,2003,2003,146.95832175925926,156.25,22.999722222222225,6.0,6,[]
88,2003,2003,168.83332175925926,178.25,19.999722222222225,6.0,5,['Fe']
89,2003,2003,296.7916666666667,299.7499884259259,19.0,17.999722222222225,3,"['Si', 'Fe', 'N']"
90,2003,2003,303.125,306.375,3.0,9.0,6,[]
91,2003,2003,306.33332175925926,316.0833333333333,7.999722222222222,2.0,6,[]
92,2003,2003,318.5416666666667,322.1666666666667,13.0,4.0,3,"['Si', 'Fe', 'N']"
93,2003,2003,327.0416550925926,331.875,0.9997222222222222,21.0,4,"['Si', 'Fe']"
94,2003,2003,336.0833333333333,344.9999884259259,2.0,23.999722222222225,5,['Fe']
95,2004,2004,101.35005787037036,108.70491898148148,8.401388888888889,16.918055555555558,6,[]
96,2004,2004,204.6919328703704,207.14355324074077,16.60638888888889,3.445277777777778,6,[]
97,2004,2004,207.14355324074077,212.25454861111112,3.445277777777778,6.109166666666666,6,[]
98,2004,2004,213.2933680555556,220.73131944444447,7.0408333333333335,17.551666666666666,4,"['Si', 'Fe']"
99,2004,2004,255.67724537037037,262.78277777777777,16.253888888888888,18.78666666666667,5,['Fe']
100,2004,2004,262.2425925925926,270.5116087962963,5.822222222222222,12.278611111111111,3,"['Si', 'Fe', 'N']"
101,2004,2004,303.04746527777775,308.947962962963,1.1391666666666669,22.75111111111111,5,['Si']
102,2004,2004,309.1972800925926,326.1092824074074,4.734722222222223,2.622777777777778,6,[]
103,2005,2005,16.249988425925924,20.374988425925924,5.999722222222222,8.999722222222221,6,[]
104,2005,2005,20.95833333333333,26.08332175925926,23.0,1.9997222222222224,6,[]
105,2005,2005,28.874988425925924,32.333333333333336,20.999722222222225,8.0,3,"['Si', 'Fe', 'N']"
106,2005,2005,125.2916550925926,130.9166550925926,6.999722222222222,21.999722222222225,4,"['Si', 'N']"
107,2005,2005,133.2916550925926,142.74998842592595,6.999722222222222,17.999722222222225,4,"['Si', 'Fe']"
108,2005,2005,167.6666550925926,173.20832175925926,15.99972222222222,4.999722222222222,3,"['Si', 'C', 'N']"
109,2005,2005,193.49998842592595,203.74998842592595,11.99972222222222,17.999722222222225,6,[]
110,2005,2005,210.8333217592593,215.8333217592593,19.999722222222225,19.999722222222225,6,[]
111,2005,2005,233.74998842592595,241.9166550925926,17.999722222222225,21.999722222222225,6,[]
112,2005,2005,253.49998842592595,256.9999884259259,11.99972222222222,23.999722222222225,6,[]
113,2005,2005,257.45832175925926,261.3749884259259,10.99972222222222,8.999722222222221,5,['Fe']
114,2005,2005,261.58332175925926,266.9583333333333,13.99972222222222,23.0,4,"['Si', 'Fe']"
115,2006,2006,341.0416550925926,347.25,0.9997222222222222,6.0,6,[]
116,2006,2006,346.6666550925926,357.1666666666667,15.99972222222222,4.0,6,[]
117,2011,2011,68.37498842592592,75.875,8.999722222222221,21.0,5,['Fe']
118,2011,2011,79.74998842592592,87.25,17.999722222222225,6.0,6,[]
119,2011,2011,158.37498842592595,162.6666550925926,8.999722222222221,15.99972222222222,5,['Si']
120,2011,2011,163.33333333333334,166.58333333333334,8.0,14.0,5,['Fe']
121,2011,2011,168.45832175925926,175.625,10.99972222222222,15.0,3,"['Si', 'Fe', 'N']"
122,2011,2011,215.87498842592595,220.79166666666663,20.999722222222225,19.0,6,[]
123,2011,2011,221.33333333333331,227.375,8.0,9.0,3,"['Si', 'Fe', 'N']"
124,2011,2011,264.83332175925926,284.20832175925926,19.999722222222225,4.999722222222222,5,['Fe']
125,2011,2011,295.1666550925926,303.4999884259259,3.999722222222222,11.99972222222222,3,"['Si', 'Fe', 'N']"
126,2011,2011,329.7499884259259,340.45832175925926,17.999722222222225,10.99972222222222,6,[]
127,2012,2012,24.311122685185182,27.760011574074078,7.466944444444445,18.240277777777777,6,[]
128,2012,2012,27.386041666666667,36.02902777777778,9.265,0.6966666666666667,6,[]
129,2012,2012,67.23519675925925,70.97494212962962,5.644722222222222,23.398611111111112,6,[]
130,2012,2012,73.13569444444445,81.77868055555555,3.256666666666667,18.688333333333333,6,[]
131,2012,2012,138.33207175925926,143.56773148148147,7.969722222222222,13.625555555555556,6,[]
132,2012,2012,147.30748842592592,153.70662037037036,7.379722222222222,16.95888888888889,3,"['Si', 'Fe', 'N']"
133,2012,2012,165.34141203703706,174.56613425925923,8.193888888888889,13.587222222222223,4,"['Si', 'Fe']"
134,2012,2012,187.530625,194.17907407407407,12.735,4.297777777777777,6,[]
135,2012,2012,195.7165277777778,199.08230324074077,17.196666666666665,1.975277777777778,4,"['Si', 'Fe']"
136,2012,2012,198.6667708333333,208.7225578703704,16.0025,17.341388888888886,6,[]
137,2012,2012,213.625787037037,223.6815740740741,15.01888888888889,16.35777777777778,3,"['Si', 'Fe', 'N']"
138,2012,2012,245.24748842592595,250.4000462962963,5.939722222222223,9.601111111111113,4,"['Si', 'Fe']"
139,2012,2012,271.09334490740736,278.28197916666664,2.240277777777778,6.7675,4,"['Fe', 'N']"
140,2012,2012,312.6461689814815,320.7074189814815,15.508055555555556,16.978055555555553,3,"['Si', 'Fe', 'N']"
141,2013,2013,16.749988425925924,21.75,17.999722222222225,18.0,3,"['Si', 'Fe', 'N']"
142,2013,2013,74.24998842592592,82.66665509259259,5.999722222222222,15.99972222222222,5,['Fe']
143,2013,2013,101.08332175925926,108.5416550925926,1.9997222222222224,12.99972222222222,6,[]
144,2013,2013,136.66666666666666,142.625,16.0,15.0,5,['Fe']
145,2013,2013,142.375,155.20832175925926,9.0,4.999722222222222,6,[]
146,2013,2013,174.08332175925926,179.5,1.9997222222222224,12.0,5,['Fe']
147,2013,2013,272.6249884259259,282.7916550925926,14.99972222222222,18.999722222222225,6,[]
148,2013,2013,300.33332175925926,307.7916550925926,7.999722222222222,18.999722222222225,6,[]
149,2013,2013,360.45832175925926,365.5416550925926,10.99972222222222,12.99972222222222,3,"['Si', 'Fe', 'N']"
150,2014,2014,4.916655092592593,20.70832175925926,21.999722222222225,16.999722222222225,6,[]
151,2014,2014,55.37498842592593,74.79166666666667,8.999722222222221,19.0,6,[]
152,2014,2014,96.95832175925926,105.25,22.999722222222225,6.0,3,"['Si', 'Fe', 'N']"
153,2014,2014,107.49998842592592,117.875,11.99972222222222,21.0,6,[]
154,2014,2014,250.75,254.0416550925926,18.0,0.9997222222222222,4,"['Si', 'Fe']"
155,2014,2014,254.0416550925926,263.4166550925926,0.9997222222222222,9.99972222222222,4,"['Si', 'N']"
156,2014,2014,305.5416550925926,312.75,12.99972222222222,18.0,5,['Fe']
157,2015,2015,29.916655092592592,34.0,21.999722222222225,0.0,3,"['Si', 'Fe', 'N']"
158,2015,2015,169.1666550925926,172.29166666666666,3.999722222222222,7.0,4,"['Si', 'Fe']"
159,2015,2015,172.6666550925926,176.95833333333334,15.99972222222222,23.0,5,['Fe']
160,2015,2015,179.20833333333334,182.7916550925926,5.0,18.999722222222225,4,"['Si', 'Fe']"
161,2017,2017,194.7916550925926,202.20833333333331,18.999722222222225,5.0,5,['Fe']
162,2017,2017,250.54166666666663,253.6666550925926,13.0,15.99972222222222,6,[]
163,2017,2017,253.45833333333331,261.1249884259259,11.0,2.999722222222222,6,[]
164,2020,2020,334.58606481481485,342.0240162037037,14.065555555555555,0.5763888888888888,3,"['Si', 'Fe', 'N']"
165,2021,2021,302.5416550925926,305.5416550925926,12.99972222222222,12.99972222222222,3,"['Si', 'Fe', 'N']"
166,2022,2022,238.6666550925926,245.6666550925926,15.99972222222222,15.99972222222222,3,"['Si', 'Fe', 'N']"
167,2022,2022,255.20833333333331,258.2083333333333,5.0,5.0,3,"['Si', 'Fe', 'N']"
168,2022,2022,258.0416550925926,266.7499884259259,0.9997222222222222,17.999722222222225,3,"['Si', 'Fe', 'N']"
169,2022,2022,269.70832175925926,274.1249884259259,16.999722222222225,2.999722222222222,3,"['Si', 'Fe', 'N']"
170,2023,2023,55.208321759259256,62.833321759259256,4.999722222222222,19.999722222222225,4,"['Si', 'Fe']"
171,2023,2023,73.29165509259259,76.66666666666667,6.999722222222222,16.0,3,"['Si', 'Fe', 'N']"
172,2023,2023,79.16665509259259,85.04165509259259,3.999722222222222,0.9997222222222222,3,"['Si', 'Fe', 'N']"
173,2023,2023,127.125,136.83333333333334,3.0,20.0,6,[]
174,2023,2023,198.8333217592593,205.0,19.999722222222225,0.0,5,['Fe']
175,2023,2023,209.5,215.74998842592595,12.0,17.999722222222225,6,[]
176,2023,2023,219.5416550925926,229.2916550925926,12.99972222222222,6.999722222222222,5,['Fe']
177,2023,2023,244.2083217592593,246.5416550925926,4.999722222222222,12.99972222222222,4,"['Si', 'Fe']"
178,2023,2023,313.4999884259259,317.45832175925926,11.99972222222222,10.99972222222222,3,"['Si', 'Fe', 'N']"
179,2023,2023,348.6249884259259,354.4583333333333,14.99972222222222,11.0,3,"['Si', 'Fe', 'N']"
180,2024,2024,21.485532407407405,27.71846064814815,11.65277777777778,17.243055555555557,3,"['Si', 'Fe', 'N']"
181,2024,2024,29.089699074074076,32.91255787037037,2.1527777777777777,21.90138888888889,4,"['Si', 'Fe']"
182,2024,2024,41.14002314814815,43.425428240740736,3.3605555555555555,10.210277777777778,6,[]
183,2024,2024,43.13456018518518,52.98256944444445,3.229444444444445,23.581666666666667,6,[]
184,2024,2024,74.88091435185186,81.86178240740739,21.141944444444444,20.68277777777778,4,"['Si', 'Fe']"
185,2024,2024,81.94489583333333,98.1504976851852,22.6775,3.6119444444444446,6,[]
186,2024,2024,130.7694675925926,134.30144675925925,18.46722222222222,7.2347222222222225,6,[]
187,2024,2024,133.8859259259259,140.9499074074074,21.26222222222222,22.797777777777775,6,[]
188,2024,2024,159.64868055555556,163.05600694444442,15.568333333333332,1.3441666666666665,6,[]
